batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,1B,1b_luck,2b_luck,3b_luck,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
154,송성문,2015,넥센,0.25,7,12,0,3,0,0,0,3,1,0,0,0,0,3,0,0.25,0.25,2,183cm/88kg,1996년 08월 29일,내야수(우투좌타),봉천초(용산리틀)-홍은중-장충고,8000만원,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.3333333333333333,0.0,0.0,,,,,,,,,
154,송성문,2017,넥센,0.273,38,77,11,21,0,1,1,26,8,0,1,10,1,16,0,0.33799999999999997,0.36,2,183cm/88kg,1996년 08월 29일,내야수(우투좌타),봉천초(용산리틀)-홍은중-장충고,8000만원,0.698,,0.25,,,7.0,,,12.0,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,3.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,,,0.25,,,0.25,,,2.0,,19,0.31666666666666665,0.0,0.016666666666666666,,0.3333333333333333,,,0.0,,,0.0,
154,송성문,2018,넥센,0.313,78,211,35,66,19,0,7,106,45,2,4,24,0,49,2,0.502,0.381,5,183cm/88kg,1996년 08월 29일,내야수(우투좌타),봉천초(용산리틀)-홍은중-장충고,8000만원,0.883,0.273,,0.25,38.0,,7.0,77.0,,12.0,11.0,,0.0,21.0,,3.0,0.0,,0.0,1.0,,0.0,1.0,,0.0,26.0,,3.0,8.0,,1.0,0.0,,0.0,1.0,,0.0,10.0,,0.0,1.0,,0.0,16.0,,3.0,0.0,,0.0,0.33799999999999997,,0.25,0.36,,0.25,2.0,,2.0,40,0.25806451612903225,0.12258064516129032,0.0,0.31666666666666665,,0.3333333333333333,0.0,,0.0,0.016666666666666666,,0.0
155,송지만,1996,한화,0.287,122,394,58,113,30,4,18,205,53,10,16,43,9,81,5,0.5203045685279187,0.3699551569506727,8,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8902597254785913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0.20677966101694914,0.1016949152542373,0.013559322033898305,,,,,,,,,
155,송지만,1997,한화,0.266,117,414,46,110,26,1,14,180,45,12,10,35,7,91,8,0.43478260869565216,0.3333333333333333,3,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7681159420289855,0.287,,,122.0,,,394.0,,,58.0,,,113.0,,,30.0,,,4.0,,,18.0,,,205.0,,,53.0,,,10.0,,,16.0,,,43.0,,,9.0,,,81.0,,,5.0,,,0.5203045685279187,,,0.3699551569506727,,,8.0,,,69,0.22330097087378642,0.08414239482200647,0.003236245954692557,0.20677966101694914,,,0.1016949152542373,,,0.013559322033898305,,
155,송지만,1998,한화,0.26899999999999996,126,432,66,116,20,0,16,184,49,25,8,45,19,99,6,0.4259259259259259,0.3629032258064516,5,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7888291517323776,0.266,0.287,,117.0,122.0,,414.0,394.0,,46.0,58.0,,110.0,113.0,,26.0,30.0,,1.0,4.0,,14.0,18.0,,180.0,205.0,,45.0,53.0,,12.0,10.0,,10.0,16.0,,35.0,43.0,,7.0,9.0,,91.0,81.0,,8.0,5.0,,0.43478260869565216,0.5203045685279187,,0.3333333333333333,0.3699551569506727,,3.0,8.0,,80,0.25236593059936907,0.06309148264984227,0.0,0.22330097087378642,0.20677966101694914,,0.08414239482200647,0.1016949152542373,,0.003236245954692557,0.013559322033898305,
155,송지만,1999,한화,0.311,132,476,76,148,24,11,22,260,74,20,18,28,4,88,7,0.5462184873949579,0.3543307086614173,4,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.9005491960563752,0.26899999999999996,0.266,0.287,126.0,117.0,122.0,432.0,414.0,394.0,66.0,46.0,58.0,116.0,110.0,113.0,20.0,26.0,30.0,0.0,1.0,4.0,16.0,14.0,18.0,184.0,180.0,205.0,49.0,45.0,53.0,25.0,12.0,10.0,8.0,10.0,16.0,45.0,35.0,43.0,19.0,7.0,9.0,99.0,91.0,81.0,6.0,8.0,5.0,0.4259259259259259,0.43478260869565216,0.5203045685279187,0.3629032258064516,0.3333333333333333,0.3699551569506727,5.0,3.0,8.0,91,0.24863387978142076,0.06557377049180328,0.030054644808743168,0.25236593059936907,0.22330097087378642,0.20677966101694914,0.06309148264984227,0.08414239482200647,0.1016949152542373,0.0,0.003236245954692557,0.013559322033898305
155,송지만,2000,한화,0.33799999999999997,120,468,93,158,33,2,32,291,90,20,7,52,7,72,10,0.6217948717948718,0.4117647058823529,5,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,1.0335595776772246,0.311,0.26899999999999996,0.266,132.0,126.0,117.0,476.0,432.0,414.0,76.0,66.0,46.0,148.0,116.0,110.0,24.0,20.0,26.0,11.0,0.0,1.0,22.0,16.0,14.0,260.0,184.0,180.0,74.0,49.0,45.0,20.0,25.0,12.0,18.0,8.0,10.0,28.0,45.0,35.0,4.0,19.0,7.0,88.0,99.0,91.0,7.0,6.0,8.0,0.5462184873949579,0.4259259259259259,0.43478260869565216,0.3543307086614173,0.3629032258064516,0.3333333333333333,4.0,5.0,3.0,91,0.25,0.09065934065934066,0.005494505494505495,0.24863387978142076,0.25236593059936907,0.22330097087378642,0.06557377049180328,0.06309148264984227,0.08414239482200647,0.030054644808743168,0.0,0.003236245954692557
155,송지만,2001,한화,0.285,108,344,55,98,19,0,22,183,69,5,6,36,4,69,9,0.5319767441860465,0.359375,1,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8913517441860465,0.33799999999999997,0.311,0.26899999999999996,120.0,132.0,126.0,468.0,476.0,432.0,93.0,76.0,66.0,158.0,148.0,116.0,33.0,24.0,20.0,2.0,11.0,0.0,32.0,22.0,16.0,291.0,260.0,184.0,90.0,74.0,49.0,20.0,20.0,25.0,7.0,18.0,8.0,52.0,28.0,45.0,7.0,4.0,19.0,72.0,88.0,99.0,10.0,7.0,6.0,0.6217948717948718,0.5462184873949579,0.4259259259259259,0.4117647058823529,0.3543307086614173,0.3629032258064516,5.0,4.0,5.0,57,0.22529644268774704,0.07509881422924901,0.0,0.25,0.24863387978142076,0.25236593059936907,0.09065934065934066,0.06557377049180328,0.06309148264984227,0.005494505494505495,0.030054644808743168,0.0
155,송지만,2002,한화,0.29100000000000004,131,488,84,142,18,2,38,278,104,8,3,58,9,136,14,0.569672131147541,0.37657657657657656,6,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.9462487077241176,0.285,0.33799999999999997,0.311,108.0,120.0,132.0,344.0,468.0,476.0,55.0,93.0,76.0,98.0,158.0,148.0,19.0,33.0,24.0,0.0,2.0,11.0,22.0,32.0,22.0,183.0,291.0,260.0,69.0,90.0,74.0,5.0,20.0,20.0,6.0,7.0,18.0,36.0,52.0,28.0,4.0,7.0,4.0,69.0,72.0,88.0,9.0,10.0,7.0,0.5319767441860465,0.6217948717948718,0.5462184873949579,0.359375,0.4117647058823529,0.3543307086614173,1.0,5.0,4.0,84,0.267515923566879,0.05732484076433121,0.006369426751592357,0.22529644268774704,0.25,0.24863387978142076,0.07509881422924901,0.09065934065934066,0.06557377049180328,0.0,0.005494505494505495,0.030054644808743168
155,송지만,2003,한화,0.253,74,273,41,69,16,3,9,118,34,8,6,34,8,60,3,0.43223443223443225,0.3523809523809524,2,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7846153846153847,0.29100000000000004,0.285,0.33799999999999997,131.0,108.0,120.0,488.0,344.0,468.0,84.0,55.0,93.0,142.0,98.0,158.0,18.0,19.0,33.0,2.0,0.0,2.0,38.0,22.0,32.0,278.0,183.0,291.0,104.0,69.0,90.0,8.0,5.0,20.0,3.0,6.0,7.0,58.0,36.0,52.0,9.0,4.0,7.0,136.0,69.0,72.0,14.0,9.0,10.0,0.569672131147541,0.5319767441860465,0.6217948717948718,0.37657657657657656,0.359375,0.4117647058823529,6.0,1.0,5.0,41,0.20098039215686275,0.0784313725490196,0.014705882352941176,0.267515923566879,0.22529644268774704,0.25,0.05732484076433121,0.07509881422924901,0.09065934065934066,0.006369426751592357,0.0,0.005494505494505495
155,송지만,2004,현대,0.265,132,486,80,129,21,0,22,216,74,6,7,63,9,127,16,0.4444444444444444,0.3602150537634409,2,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8046594982078853,0.253,0.29100000000000004,0.285,74.0,131.0,108.0,273.0,488.0,344.0,41.0,84.0,55.0,69.0,142.0,98.0,16.0,18.0,19.0,3.0,2.0,0.0,9.0,38.0,22.0,118.0,278.0,183.0,34.0,104.0,69.0,8.0,8.0,5.0,6.0,3.0,6.0,34.0,58.0,36.0,8.0,9.0,4.0,60.0,136.0,69.0,3.0,14.0,9.0,0.43223443223443225,0.569672131147541,0.5319767441860465,0.3523809523809524,0.37657657657657656,0.359375,2.0,6.0,1.0,86,0.2551928783382789,0.06231454005934718,0.0,0.20098039215686275,0.267515923566879,0.22529644268774704,0.0784313725490196,0.05732484076433121,0.07509881422924901,0.014705882352941176,0.006369426751592357,0.0
155,송지만,2005,현대,0.271,123,436,70,118,22,0,24,212,74,3,3,43,24,101,9,0.4862385321100918,0.36779324055666,3,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8540317726667518,0.265,0.253,0.29100000000000004,132.0,74.0,131.0,486.0,273.0,488.0,80.0,41.0,84.0,129.0,69.0,142.0,21.0,16.0,18.0,0.0,3.0,2.0,22.0,9.0,38.0,216.0,118.0,278.0,74.0,34.0,104.0,6.0,8.0,8.0,7.0,6.0,3.0,63.0,34.0,58.0,9.0,8.0,9.0,127.0,60.0,136.0,16.0,3.0,14.0,0.4444444444444444,0.43223443223443225,0.569672131147541,0.3602150537634409,0.3523809523809524,0.37657657657657656,2.0,2.0,6.0,72,0.2315112540192926,0.0707395498392283,0.0,0.2551928783382789,0.20098039215686275,0.267515923566879,0.06231454005934718,0.0784313725490196,0.05732484076433121,0.0,0.014705882352941176,0.006369426751592357
155,송지만,2006,현대,0.27,119,441,76,119,16,0,16,183,53,8,3,43,13,69,10,0.4149659863945577,0.35211267605633795,3,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7670786624508958,0.271,0.265,0.253,123.0,132.0,74.0,436.0,486.0,273.0,70.0,80.0,41.0,118.0,129.0,69.0,22.0,21.0,16.0,0.0,0.0,3.0,24.0,22.0,9.0,212.0,216.0,118.0,74.0,74.0,34.0,3.0,6.0,8.0,3.0,7.0,6.0,43.0,63.0,34.0,24.0,9.0,8.0,101.0,127.0,60.0,9.0,16.0,3.0,0.4862385321100918,0.4444444444444444,0.43223443223443225,0.36779324055666,0.3602150537634409,0.3523809523809524,3.0,2.0,2.0,87,0.2443820224719101,0.0449438202247191,0.0,0.2315112540192926,0.2551928783382789,0.20098039215686275,0.0707395498392283,0.06231454005934718,0.0784313725490196,0.0,0.0,0.014705882352941176
155,송지만,2007,현대,0.281,120,413,54,116,25,0,15,186,64,10,4,44,6,68,12,0.450363196125908,0.35853131749460043,2,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8088945136205083,0.27,0.271,0.265,119.0,123.0,132.0,441.0,436.0,486.0,76.0,70.0,80.0,119.0,118.0,129.0,16.0,22.0,21.0,0.0,0.0,0.0,16.0,24.0,22.0,183.0,212.0,216.0,53.0,74.0,74.0,8.0,3.0,6.0,3.0,3.0,7.0,43.0,43.0,63.0,13.0,24.0,9.0,69.0,101.0,127.0,10.0,9.0,16.0,0.4149659863945577,0.4862385321100918,0.4444444444444444,0.35211267605633795,0.36779324055666,0.3602150537634409,3.0,3.0,2.0,76,0.23030303030303031,0.07575757575757576,0.0,0.2443820224719101,0.2315112540192926,0.2551928783382789,0.0449438202247191,0.0707395498392283,0.06231454005934718,0.0,0.0,0.0
155,송지만,2008,우리,0.28,118,414,48,116,18,0,13,173,62,4,5,28,5,82,11,0.4178743961352657,0.3333333333333333,3,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7512077294685992,0.281,0.27,0.271,120.0,119.0,123.0,413.0,441.0,436.0,54.0,76.0,70.0,116.0,119.0,118.0,25.0,16.0,22.0,0.0,0.0,0.0,15.0,16.0,24.0,186.0,183.0,212.0,64.0,53.0,74.0,10.0,8.0,3.0,4.0,3.0,3.0,44.0,43.0,43.0,6.0,13.0,24.0,68.0,69.0,101.0,12.0,10.0,9.0,0.450363196125908,0.4149659863945577,0.4862385321100918,0.35853131749460043,0.35211267605633795,0.36779324055666,2.0,3.0,3.0,85,0.2664576802507837,0.05642633228840126,0.0,0.23030303030303031,0.2443820224719101,0.2315112540192926,0.07575757575757576,0.0449438202247191,0.0707395498392283,0.0,0.0,0.0
155,송지만,2009,히어로즈,0.289,115,374,69,108,15,3,22,195,67,10,3,52,8,122,10,0.5213903743315508,0.3870967741935484,5,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.9084871485250992,0.28,0.281,0.27,118.0,120.0,119.0,414.0,413.0,441.0,48.0,54.0,76.0,116.0,116.0,119.0,18.0,25.0,16.0,0.0,0.0,0.0,13.0,15.0,16.0,173.0,186.0,183.0,62.0,64.0,53.0,4.0,10.0,8.0,5.0,4.0,3.0,28.0,44.0,43.0,5.0,6.0,13.0,82.0,68.0,69.0,11.0,12.0,10.0,0.4178743961352657,0.450363196125908,0.4149659863945577,0.3333333333333333,0.35853131749460043,0.35211267605633795,3.0,2.0,3.0,68,0.2956521739130435,0.06521739130434782,0.013043478260869565,0.2664576802507837,0.23030303030303031,0.2443820224719101,0.05642633228840126,0.07575757575757576,0.0449438202247191,0.0,0.0,0.0
155,송지만,2010,넥센,0.29100000000000004,127,375,52,109,15,1,17,177,63,5,2,41,8,85,5,0.47200000000000003,0.37264150943396224,3,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.8446415094339622,0.289,0.28,0.281,115.0,118.0,120.0,374.0,414.0,413.0,69.0,48.0,54.0,108.0,116.0,116.0,15.0,18.0,25.0,3.0,0.0,0.0,22.0,13.0,15.0,195.0,173.0,186.0,67.0,62.0,64.0,10.0,4.0,10.0,3.0,5.0,4.0,52.0,28.0,44.0,8.0,5.0,6.0,122.0,82.0,68.0,10.0,11.0,12.0,0.5213903743315508,0.4178743961352657,0.450363196125908,0.3870967741935484,0.3333333333333333,0.35853131749460043,5.0,3.0,2.0,76,0.2783882783882784,0.054945054945054944,0.003663003663003663,0.2956521739130435,0.2664576802507837,0.23030303030303031,0.06521739130434782,0.05642633228840126,0.07575757575757576,0.013043478260869565,0.0,0.0
155,송지만,2011,넥센,0.266,106,301,43,80,8,1,9,117,43,9,1,38,3,78,5,0.38870431893687707,0.3538011695906433,1,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7425054885275204,0.29100000000000004,0.289,0.28,127.0,115.0,118.0,375.0,374.0,414.0,52.0,69.0,48.0,109.0,108.0,116.0,15.0,15.0,18.0,1.0,3.0,0.0,17.0,22.0,13.0,177.0,195.0,173.0,63.0,67.0,62.0,5.0,10.0,4.0,2.0,3.0,5.0,41.0,52.0,28.0,8.0,8.0,5.0,85.0,122.0,82.0,5.0,10.0,11.0,0.47200000000000003,0.5213903743315508,0.4178743961352657,0.37264150943396224,0.3870967741935484,0.3333333333333333,3.0,5.0,3.0,62,0.2897196261682243,0.037383177570093455,0.004672897196261682,0.2783882783882784,0.2956521739130435,0.2664576802507837,0.054945054945054944,0.06521739130434782,0.05642633228840126,0.003663003663003663,0.013043478260869565,0.0
155,송지만,2012,넥센,0.175,14,40,2,7,0,0,0,7,4,2,0,4,1,9,3,0.175,0.26666666666666666,0,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.44166666666666665,0.266,0.29100000000000004,0.289,106.0,127.0,115.0,301.0,375.0,374.0,43.0,52.0,69.0,80.0,109.0,108.0,8.0,15.0,15.0,1.0,1.0,3.0,9.0,17.0,22.0,117.0,177.0,195.0,43.0,63.0,67.0,9.0,5.0,10.0,1.0,2.0,3.0,38.0,41.0,52.0,3.0,8.0,8.0,78.0,85.0,122.0,5.0,5.0,10.0,0.38870431893687707,0.47200000000000003,0.5213903743315508,0.3538011695906433,0.37264150943396224,0.3870967741935484,1.0,3.0,5.0,7,0.22580645161290322,0.0,0.0,0.2897196261682243,0.2783882783882784,0.2956521739130435,0.037383177570093455,0.054945054945054944,0.06521739130434782,0.004672897196261682,0.003663003663003663,0.013043478260869565
155,송지만,2013,넥센,0.275,34,51,6,14,1,0,2,21,8,0,0,4,1,14,1,0.4117647058823529,0.3392857142857143,0,,1973년 03월 02일,,서흥초-동산중-동산고-인하대-한화-현대-우리-히어로즈-넥센,,0.7510504201680672,0.175,0.266,0.29100000000000004,14.0,106.0,127.0,40.0,301.0,375.0,2.0,43.0,52.0,7.0,80.0,109.0,0.0,8.0,15.0,0.0,1.0,1.0,0.0,9.0,17.0,7.0,117.0,177.0,4.0,43.0,63.0,2.0,9.0,5.0,0.0,1.0,2.0,4.0,38.0,41.0,1.0,3.0,8.0,9.0,78.0,85.0,3.0,5.0,5.0,0.175,0.38870431893687707,0.47200000000000003,0.26666666666666666,0.3538011695906433,0.37264150943396224,0.0,1.0,3.0,11,0.3142857142857143,0.02857142857142857,0.0,0.22580645161290322,0.2897196261682243,0.2783882783882784,0.0,0.037383177570093455,0.054945054945054944,0.0,0.004672897196261682,0.003663003663003663
156,스나이더,2014,LG,0.21,37,100,17,21,7,0,4,40,17,0,2,9,3,31,0,0.4,0.29464285714285715,1,,1982년 05월 25일,,미국 볼주립대-LG-넥센,,0.6946428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.15384615384615385,0.1076923076923077,0.0,,,,,,,,,
156,스나이더,2015,넥센,0.281,113,431,88,121,26,1,26,227,71,4,2,37,11,135,2,0.5266821345707656,0.3528183716075157,2,,1982년 05월 25일,,미국 볼주립대-LG-넥센,,0.8795005061782812,0.21,,,37.0,,,100.0,,,17.0,,,21.0,,,7.0,,,0.0,,,4.0,,,40.0,,,17.0,,,0.0,,,2.0,,,9.0,,,3.0,,,31.0,,,0.0,,,0.4,,,0.29464285714285715,,,1.0,,,68,0.2518518518518518,0.0962962962962963,0.003703703703703704,0.15384615384615385,,,0.1076923076923077,,,0.0,,
157,스크럭스,2017,NC,0.3,115,437,91,131,24,0,35,260,111,4,0,65,12,134,9,0.595,0.402,9,183cm/98kg,1987년 09월 23일,내야수(우투우타),미국 Las Vegas(대),300000달러,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0.26865671641791045,0.08955223880597014,0.0,,,,,,,,,
157,스크럭스,2018,NC,0.257,142,501,75,129,35,0,26,242,97,3,2,55,12,144,14,0.483,0.34299999999999997,12,183cm/98kg,1987년 09월 23일,내야수(우투우타),미국 Las Vegas(대),300000달러,0.8260000000000001,0.3,,,115.0,,,437.0,,,91.0,,,131.0,,,24.0,,,0.0,,,35.0,,,260.0,,,111.0,,,4.0,,,0.0,,,65.0,,,12.0,,,134.0,,,9.0,,,0.595,,,0.402,,,9.0,,,68,0.2054380664652568,0.10574018126888217,0.0,0.26865671641791045,,,0.08955223880597014,,,0.0,,
158,신경현,1998,한화,0.0,8,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.125,0,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,,,,,,
158,신경현,1999,한화,0.0,11,7,0,0,0,0,0,0,1,0,0,1,0,2,0,0.0,0.125,0,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.125,0.0,,,8.0,,,7.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.125,,,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
158,신경현,2000,한화,0.155,37,71,4,11,2,0,2,19,5,0,1,5,0,22,3,0.2676056338028169,0.21052631578947367,1,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.4781319495922906,0.0,0.0,,11.0,8.0,,7.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,2.0,1.0,,0.0,1.0,,0.0,0.0,,0.125,0.125,,0.0,0.0,,7,0.14893617021276595,0.0425531914893617,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
158,신경현,2001,한화,0.325,23,40,5,13,5,0,0,18,6,0,0,5,0,12,0,0.45,0.4,3,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.8500000000000001,0.155,0.0,0.0,37.0,11.0,8.0,71.0,7.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,3.0,0.0,1.0,0.2676056338028169,0.0,0.0,0.21052631578947367,0.125,0.125,1.0,0.0,0.0,8,0.2857142857142857,0.17857142857142858,0.0,0.14893617021276595,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0
158,신경현,2004,한화,0.27399999999999997,97,274,27,75,11,2,5,105,27,3,4,22,1,58,3,0.3832116788321168,0.32996632996633,5,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.7131780087984467,,,0.325,,,23.0,,,40.0,,,5.0,,,13.0,,,5.0,,,0.0,,,0.0,,,18.0,,,6.0,,,0.0,,,0.0,,,5.0,,,0.0,,,12.0,,,0.0,,,0.45,,,0.4,,,3.0,57,0.27014218009478674,0.052132701421800945,0.009478672985781991,,,0.2857142857142857,,,0.17857142857142858,,,0.0
158,신경현,2005,한화,0.27699999999999997,110,321,38,89,15,1,4,118,23,2,3,29,2,47,8,0.36760124610591904,0.3409090909090909,5,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.7085103370150099,0.27399999999999997,,,97.0,,,274.0,,,27.0,,,75.0,,,11.0,,,2.0,,,5.0,,,105.0,,,27.0,,,3.0,,,4.0,,,22.0,,,1.0,,,58.0,,,3.0,,,0.3832116788321168,,,0.32996632996633,,,5.0,,,69,0.25555555555555554,0.05555555555555555,0.003703703703703704,0.27014218009478674,,,0.052132701421800945,,,0.009478672985781991,,
158,신경현,2006,한화,0.243,100,272,26,66,11,0,2,83,15,4,1,25,1,40,10,0.30514705882352944,0.3087248322147651,4,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.6138718910382945,0.27699999999999997,0.27399999999999997,,110.0,97.0,,321.0,274.0,,38.0,27.0,,89.0,75.0,,15.0,11.0,,1.0,2.0,,4.0,5.0,,118.0,105.0,,23.0,27.0,,2.0,3.0,,3.0,4.0,,29.0,22.0,,2.0,1.0,,47.0,58.0,,8.0,3.0,,0.36760124610591904,0.3832116788321168,,0.3409090909090909,0.32996632996633,,5.0,5.0,,53,0.23043478260869565,0.04782608695652174,0.0,0.25555555555555554,0.27014218009478674,,0.05555555555555555,0.052132701421800945,,0.003703703703703704,0.009478672985781991,
158,신경현,2007,한화,0.25,107,260,33,65,9,0,2,80,15,4,0,16,2,39,7,0.3076923076923077,0.2985611510791367,2,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.6062534587714443,0.243,0.27699999999999997,0.27399999999999997,100.0,110.0,97.0,272.0,321.0,274.0,26.0,38.0,27.0,66.0,89.0,75.0,11.0,15.0,11.0,0.0,1.0,2.0,2.0,4.0,5.0,83.0,118.0,105.0,15.0,23.0,27.0,4.0,2.0,3.0,1.0,3.0,4.0,25.0,29.0,22.0,1.0,2.0,1.0,40.0,47.0,58.0,10.0,8.0,3.0,0.30514705882352944,0.36760124610591904,0.3832116788321168,0.3087248322147651,0.3409090909090909,0.32996632996633,4.0,5.0,5.0,54,0.2465753424657534,0.0410958904109589,0.0,0.23043478260869565,0.25555555555555554,0.27014218009478674,0.04782608695652174,0.05555555555555555,0.052132701421800945,0.0,0.003703703703703704,0.009478672985781991
158,신경현,2008,한화,0.267,107,296,27,79,16,3,3,110,41,4,3,26,2,54,8,0.3716216216216216,0.3302469135802469,5,,1975년 11월 28일,,군산중앙초-군산중-군산상고-동국대-한화-상무-한화,,0.7018685352018685,0.25,0.243,0.27699999999999997,107.0,100.0,110.0,260.0,272.0,321.0,33.0,26.0,38.0,65.0,66.0,89.0,9.0,11.0,15.0,0.0,0.0,1.0,2.0,2.0,4.0,80.0,83.0,118.0,15.0,15.0,23.0,4.0,4.0,2.0,0.0,1.0,3.0,16.0,25.0,29.0,2.0,1.0,2.0,39.0,40.0,47.0,7.0,10.0,8.0,0.3076923076923077,0.30514705882352944,0.36760124610591904,0.2985611510791367,0.3087248322147651,0.3409090909090909,2.0,4.0,5.0,57,0.2384937238493724,0.06694560669456066,0.012552301255230125,0.2465753424657534,0.23043478260869565,0.25555555555555554,0.0410958904109589,0.04782608695652174,0.05555555555555555,0.0,0.0,0.003703703703703704
